,date,conf,ww_mix,pmer,ff,t,u,vv,ww,nbas,pres,raf10,rr1,rr3
135,2020-09-06 15:00:00,0,1.0,102090,2.3,19.600000000000023,47,35410,1,6.0,101030,4.3,0.0,-0.1
136,2020-09-06 16:00:00,0,2.0,102090,2.3,19.600000000000023,47,35410,1,6.0,101030,4.3,0.0,-0.1
137,2020-09-06 17:00:00,0,2.0,102090,2.3,19.600000000000023,47,35410,1,6.0,101030,4.3,0.0,-0.1
138,2020-09-06 18:00:00,0,3.0,102160,3.1,17.200000000000045,58,25000,3,5.0,101090,4.8,0.0,0.0
139,2020-09-06 19:00:00,0,2.0,102160,3.1,17.200000000000045,58,25000,3,5.0,101090,4.8,0.0,0.0
140,2020-09-06 20:00:00,0,2.0,102160,3.1,17.200000000000045,58,25000,3,5.0,101090,4.8,0.0,0.0
141,2020-09-06 21:00:00,0,1.0,102300,2.8,15.400000000000034,68,25000,1,5.0,101220,4.1,0.0,0.0
142,2020-09-06 22:00:00,0,0.0,102300,2.8,15.400000000000034,68,25000,1,5.0,101220,4.1,0.0,0.0
143,2020-09-06 23:00:00,0,0.0,102300,2.8,15.400000000000034,68,25000,1,5.0,101220,4.1,0.0,0.0
144,2020-09-07 00:00:00,0,2.0,102360,2.5,12.5,80,25000,2,0.0,101270,3.1,0.0,0.0
145,2020-09-07 01:00:00,0,0.0,102360,2.5,12.5,80,25000,2,0.0,101270,3.1,0.0,0.0
146,2020-09-07 02:00:00,0,0.0,102360,2.5,12.5,80,25000,2,0.0,101270,3.1,0.0,0.0
147,2020-09-07 03:00:00,0,2.0,102370,1.2,11.0,89,25000,2,0.0,101270,1.6,0.0,0.0
148,2020-09-07 04:00:00,0,0.0,102370,1.2,11.0,89,25000,2,0.0,101270,1.6,0.0,0.0
149,2020-09-07 05:00:00,0,0.0,102370,1.2,11.0,89,25000,2,0.0,101270,1.6,0.0,0.0
150,2020-09-07 06:00:00,0,3.0,102470,1.4,10.900000000000034,94,5420,3,0.0,101370,1.9,0.0,0.0
151,2020-09-07 07:00:00,0,0.0,102470,1.4,10.900000000000034,94,5420,3,0.0,101370,1.9,0.0,0.0
152,2020-09-07 08:00:00,0,0.0,102470,1.4,10.900000000000034,94,5420,3,0.0,101370,1.9,0.0,0.0
153,2020-09-07 09:00:00,0,1.0,102590,2.5,18.5,59,16920,1,1.0,101520,4.7,0.0,0.0
154,2020-09-07 10:00:00,0,0.0,102590,2.5,18.5,59,16920,1,1.0,101520,4.7,0.0,0.0
155,2020-09-07 11:00:00,0,0.0,102590,2.5,18.5,59,16920,1,1.0,101520,4.7,0.0,0.0
156,2020-09-07 12:00:00,0,1.0,102530,2.7,21.600000000000023,45,21300,1,2.0,101470,4.7,0.0,0.0
157,2020-09-07 13:00:00,0,0.0,102530,2.7,21.600000000000023,45,21300,1,2.0,101470,4.7,0.0,0.0
158,2020-09-07 14:00:00,0,0.0,102530,2.7,21.600000000000023,45,21300,1,2.0,101470,4.7,0.0,0.0
159,2020-09-07 15:00:00,0,1.0,102470,1.6,23.30000000000001,33,29680,1,1.0,101420,4.2,0.0,0.0
160,2020-09-07 16:00:00,0,2.0,102470,1.6,23.30000000000001,33,29680,1,1.0,101420,4.2,0.0,0.0
161,2020-09-07 17:00:00,0,2.0,102470,1.6,23.30000000000001,33,29680,1,1.0,101420,4.2,0.0,0.0
162,2020-09-07 18:00:00,0,3.0,102520,3.1,20.0,44,25000,3,4.0,101460,4.4,0.0,0.0
163,2020-09-07 19:00:00,0,2.0,102520,3.1,20.0,44,25000,3,4.0,101460,4.4,0.0,0.0
164,2020-09-07 20:00:00,0,2.0,102520,3.1,20.0,44,25000,3,4.0,101460,4.4,0.0,0.0
165,2020-09-07 21:00:00,0,3.0,102650,0.9,17.900000000000034,52,25000,3,6.0,101580,1.4,0.0,0.0
166,2020-09-07 22:00:00,0,0.0,102650,0.9,17.900000000000034,52,25000,3,6.0,101580,1.4,0.0,0.0
167,2020-09-07 23:00:00,0,0.0,102650,0.9,17.900000000000034,52,25000,3,6.0,101580,1.4,0.0,0.0
168,2020-09-08 00:00:00,0,1.0,102710,1.1,15.100000000000023,69,25000,1,0.0,101630,1.8,0.0,0.0
169,2020-09-08 01:00:00,0,0.0,102710,1.1,15.100000000000023,69,25000,1,0.0,101630,1.8,0.0,0.0
170,2020-09-08 02:00:00,0,0.0,102710,1.1,15.100000000000023,69,25000,1,0.0,101630,1.8,0.0,0.0
171,2020-09-08 03:00:00,0,3.0,102700,1.8,14.100000000000023,78,25000,3,1.0,101610,2.0,0.0,0.0
172,2020-09-08 04:00:00,0,2.0,102700,1.8,14.100000000000023,78,25000,3,1.0,101610,2.0,0.0,0.0
173,2020-09-08 05:00:00,0,2.0,102700,1.8,14.100000000000023,78,25000,3,1.0,101610,2.0,0.0,0.0
174,2020-09-08 06:00:00,0,3.0,102740,1.1,14.900000000000034,82,25920,3,6.0,101660,1.7,0.0,0.0
175,2020-09-08 07:00:00,0,2.0,102740,1.1,14.900000000000034,82,25920,3,6.0,101660,1.7,0.0,0.0
176,2020-09-08 08:00:00,0,2.0,102740,1.1,14.900000000000034,82,25920,3,6.0,101660,1.7,0.0,0.0
177,2020-09-08 09:00:00,0,2.0,102830,1.5,19.30000000000001,64,25000,2,7.0,101760,2.9,0.0,0.0
178,2020-09-08 10:00:00,0,2.0,102830,1.5,19.30000000000001,64,25000,2,7.0,101760,2.9,0.0,0.0
179,2020-09-08 11:00:00,0,2.0,102830,1.5,19.30000000000001,64,25000,2,7.0,101760,2.9,0.0,0.0
180,2020-09-08 12:00:00,0,2.0,102730,3.5,23.400000000000034,51,14410,2,6.0,101680,5.9,0.0,0.0
181,2020-09-08 13:00:00,0,0.0,102730,3.5,23.400000000000034,51,14410,2,6.0,101680,5.9,0.0,0.0
182,2020-09-08 14:00:00,0,0.0,102730,3.5,23.400000000000034,51,14410,2,6.0,101680,5.9,0.0,0.0
183,2020-09-08 15:00:00,0,1.0,102570,2.2,26.100000000000023,46,24460,1,2.0,101530,4.5,0.0,0.0
184,2020-09-08 16:00:00,0,1.0,102570,2.2,26.100000000000023,46,24460,1,2.0,101530,4.5,0.0,0.0
185,2020-09-08 17:00:00,0,1.0,102570,2.2,26.100000000000023,46,24460,1,2.0,101530,4.5,0.0,0.0
186,2020-09-08 18:00:00,0,3.0,102520,3.8,24.5,53,25000,3,5.0,101470,5.7,0.0,0.0
187,2020-09-08 19:00:00,0,1.0,102520,3.8,24.5,53,25000,3,5.0,101470,5.7,0.0,0.0
188,2020-09-08 20:00:00,0,1.0,102520,3.8,24.5,53,25000,3,5.0,101470,5.7,0.0,0.0
189,2020-09-08 21:00:00,0,1.0,102590,3.5,21.30000000000001,69,30000,1,4.0,101530,5.5,0.0,0.0
190,2020-09-08 22:00:00,0,0.0,102590,3.5,21.30000000000001,69,30000,1,4.0,101530,5.5,0.0,0.0
191,2020-09-08 23:00:00,0,0.0,102590,3.5,21.30000000000001,69,30000,1,4.0,101530,5.5,0.0,0.0
192,2020-09-09 00:00:00,0,3.0,102560,1.8,17.5,88,25000,3,3.0,101490,3.0,0.0,0.0
193,2020-09-09 01:00:00,0,2.0,102560,1.8,17.5,88,25000,3,3.0,101490,3.0,0.0,0.0
194,2020-09-09 02:00:00,0,2.0,102560,1.8,17.5,88,25000,3,3.0,101490,3.0,0.0,0.0
195,2020-09-09 03:00:00,0,1.0,102440,1.4,18.900000000000034,85,12650,1,7.0,101380,2.0,0.0,0.0
196,2020-09-09 04:00:00,0,2.0,102440,1.4,18.900000000000034,85,12650,1,7.0,101380,2.0,0.0,0.0
197,2020-09-09 05:00:00,0,2.0,102440,1.4,18.900000000000034,85,12650,1,7.0,101380,2.0,0.0,0.0
198,2020-09-09 06:00:00,0,1.0,102430,1.4,19.30000000000001,82,15000,1,7.0,101370,5.9,0.0,0.0
199,2020-09-09 07:00:00,0,0.0,102430,1.4,19.30000000000001,82,15000,1,7.0,101370,5.9,0.0,0.0
200,2020-09-09 08:00:00,0,0.0,102430,1.4,19.30000000000001,82,15000,1,7.0,101370,5.9,0.0,0.0
201,2020-09-09 09:00:00,0,1.0,102450,1.9,22.900000000000034,66,15110,1,1.0,101400,4.1,0.0,0.0
202,2020-09-09 10:00:00,0,1.0,102450,1.9,22.900000000000034,66,15110,1,1.0,101400,4.1,0.0,0.0
203,2020-09-09 11:00:00,0,1.0,102450,1.9,22.900000000000034,66,15110,1,1.0,101400,4.1,0.0,0.0
204,2020-09-09 12:00:00,0,3.0,102310,4.4,27.400000000000034,26,23030,3,1.0,101270,7.2,0.0,0.0
205,2020-09-09 13:00:00,0,0.0,102310,4.4,27.400000000000034,26,23030,3,1.0,101270,7.2,0.0,0.0
206,2020-09-09 14:00:00,0,0.0,102310,4.4,27.400000000000034,26,23030,3,1.0,101270,7.2,0.0,0.0
207,2020-09-09 15:00:00,0,1.0,102160,4.2,27.700000000000045,47,20690,1,1.0,101130,8.2,0.0,0.0
208,2020-09-09 16:00:00,0,2.0,102160,4.2,27.700000000000045,47,20690,1,1.0,101130,8.2,0.0,0.0
209,2020-09-09 17:00:00,0,2.0,102160,4.2,27.700000000000045,47,20690,1,1.0,101130,8.2,0.0,0.0
210,2020-09-09 18:00:00,0,1.0,102160,3.4,24.100000000000023,46,19980,1,3.0,101120,4.8,0.0,0.0
211,2020-09-09 19:00:00,0,2.0,102160,3.4,24.100000000000023,46,19980,1,3.0,101120,4.8,0.0,0.0
212,2020-09-09 20:00:00,0,2.0,102160,3.4,24.100000000000023,46,19980,1,3.0,101120,4.8,0.0,0.0
213,2020-09-09 21:00:00,0,1.0,102280,4.2,21.600000000000023,56,25000,1,3.0,101230,6.3,0.0,0.0
214,2020-09-09 22:00:00,0,2.0,102280,4.2,21.600000000000023,56,25000,1,3.0,101230,6.3,0.0,0.0
215,2020-09-09 23:00:00,0,2.0,102280,4.2,21.600000000000023,56,25000,1,3.0,101230,6.3,0.0,0.0
216,2020-09-10 00:00:00,0,3.0,102260,3.8,19.700000000000045,76,25000,3,7.0,101200,6.2,0.0,0.0
217,2020-09-10 01:00:00,0,1.0,102260,3.8,19.700000000000045,76,25000,3,7.0,101200,6.2,0.0,0.0
218,2020-09-10 02:00:00,0,1.0,102260,3.8,19.700000000000045,76,25000,3,7.0,101200,6.2,0.0,0.0
219,2020-09-10 03:00:00,0,1.0,102240,2.5,16.900000000000034,89,20000,1,1.0,101170,4.2,0.0,0.0
220,2020-09-10 04:00:00,0,1.0,102240,2.5,16.900000000000034,89,20000,1,1.0,101170,4.2,0.0,0.0
221,2020-09-10 05:00:00,0,1.0,102240,2.5,16.900000000000034,89,20000,1,1.0,101170,4.2,0.0,0.0
222,2020-09-10 06:00:00,0,3.0,102180,3.1,17.400000000000034,91,15000,3,5.0,101110,5.9,0.0,0.0
223,2020-09-10 07:00:00,0,2.0,102180,3.1,17.400000000000034,91,15000,3,5.0,101110,5.9,0.0,0.0
224,2020-09-10 08:00:00,0,2.0,102180,3.1,17.400000000000034,91,15000,3,5.0,101110,5.9,0.0,0.0
225,2020-09-10 09:00:00,0,1.0,102240,2.8,20.600000000000023,76,10200,1,6.0,101180,5.0,0.0,0.0
